,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
3042,3042,Nothing really happy and it was pretty slow and boring. It felt like a start to better movies coming up but I missed the original movies.,stephanie m,2024-06-04,nothing really happy pretty slow boring felt like start better movie coming missed original movie,negativo
3043,3043,good movie good story but proximus ceasar should have died differently,Aiden B,2024-06-04,good movie good story proxies cesar died differently,positivo
3044,3044,"Extremely engaging since the beginning, I loved every second of the movie. I would highly recommend to go out and watch it .",Luis E,2024-06-04,extremely engaging since beginning loved every second movie would highly recommend go watch,positivo
3045,3045,"I wish the symbols had more meaning. I really enjoyed watching this movie it is beautifully rendered, and I like how the story takes its time to unfold. However, there are many interesting ideas that are simply brought up, but never meaningfully addressed. By the end, Kingdom of the Planet of the Apes feels like little more than set-up.",Spencer Nielsen,2024-06-04,wish symbol meaning really enjoyed watching movie beautifully rendered like story take time unfold however many interesting idea simply brought never meaningfully addressed end kingdom planet ape feel like little setup,positivo
3046,3046,"I was actually a bit disappointed with this film. My best description is that I felt I was watching Planet of the apes turned gladiator (which I recognize is a good film, just not exactly what I thought I was walking in to see). I really liked the characterization of Noa, May, Soona, Raka, and Anaya but I felt we should have spent more time with the villain. The beginning is really strong, just for it to fall a little flat at the end. It's not unwatchable, but not what I expected for the 2024 addition to the franchise.",Blue_Ink _,2024-06-04,actually bit disappointed film best description felt watching planet ape turned gladiator recognize good film exactly thought walking see really liked characterization noa may soon aka any felt spent time villain beginning really strong fall little flat end unwatchable expected addition franchise,positivo
3047,3047,"A captivating & exciting new era. The set design & VFX are immersive. Deep & complex characters, themes, & plot points. The story is gripping & mysterious with a great score & emotion.",Griffith J,2024-06-04,captivating exciting new era set design vfd immersive deep complex character theme plot point story gripping mysterious great score emotion,positivo
3048,3048,"I recently watched 'Kingdom of the Planet of the Apes' and left feeling quite disappointed. Despite commendable performances from the actors, the film failed to deliver a cohesive and engaging plot. Throughout the two hours and 25 minutes runtime, I found myself waiting for the storyline to take on depth and meaning relative to the series, only to be left unsatisfied. It seemed as though the script lacked coherence and failed to honor the legacy of the previous movies in the series. The overall experience felt lacking, almost as if it was a detached attempt to continue a franchise without understanding its essence. While the cast delivered solid performances, the narrative fell short for me, resulting in a viewing experience that left much to be desired. If you love the franchise, you can skip this one and not miss a thing. It added nothing.",Christopher S,2024-06-03,recently watched kingdom planet ape left feeling quite disappointed despite commendable performance actor film failed deliver cohesive engaging plot throughout two hour minute runtime found waiting storyline take depth meaning relative series left unsatisfied seemed though script lacked coherence failed honor legacy previous movie series overall experience felt lacking almost detached attempt continue franchise without understanding essence cast delivered solid performance narrative fell short resulting viewing experience left much desired love franchise skip one miss thing added nothing,negativo
3049,3049,APES TOGETHER STRONG,Ryan,2024-06-03,ape together strong,positivo
3050,3050,"terrible. the worst of the set or movies. plot is not explained well, it's hard to understand the reasoning behind everything happening. poorly done",Heather,2024-06-03,terrible worst set movie plot explained well hard understand reasoning behind everything happening poorly done,negativo
3051,3051,"8/10. 80/100. | Idk, could be a little better or a little worse, but it was rough for me to pay attention to the film. I have a problem when people are talking super loud behind me, and an even BIGGER problem when they don’t know how to eat or chew gum without sounding like they’re a cow sucking on a bone. It’s so loud to me and I have a problem, but regardless, it somewhat ruined the movie to me so I have no clue.. 🤷‍♂️",KerryWhite's S,2024-06-03,id could little better little worse rough pay attention film problem people talking super loud behind even bigger problem ’ know eat chew gum without sounding like ’ cow sucking bone ’ loud problem regardless somewhat ruined movie clue 🤷‍♂️,negativo
